Subject Area,BRONZE_TABLE NAME,BRONZE_TABLE_DESCRIPTION,Bronze_Attribute Column Name,Bronze_Attribute Column Physical Name,Bronze_Attribute Column Description,Natural Key Bronze,Is Multi Source,Function,Transformation Logic,Join Column Description,Silver_TABLE NAME,Silver Table Physical Name,Silver Table Description,Silver Attribute Column  Name,Silver Attribute Column Physical Name,Silver Attribute Column Definition,Comments
Member,NA,,SCD Column,SCD Column,NA,,N,,Current time stamp,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Begin Effective Date,BEG_EFF_DT,Effective Start Date – The date when this record becomes valid in the data warehouse (used for SCD Type 2 history tracking) in MEMBER CONTACT table.,
Member,NA,,SCD Column,SCD Column,NA,,N,,Max date value.,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,End Effective Date,END_EFF_DT,"Effective End Date – The date when this record is no longer valid For current records, this is usually set to a high date (eg, 9999-12-31) in MEMBER CONTACT table.",
Member,NA,,NA,NA,NA,,N,,Hard coded as null,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Attention Name,ATTENTION_NM,Attention information for the member address.  This column may be used to direct the delivery to a specific person or department.  in MEMBER CONTACT table.,
Member,NA,,NA,NA,NA,,N,,Hard coded as null,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Postal Code,POSTAL_CD,"The postal code of the member's address, used in place of zip code when the address is international in MEMBER CONTACT table.",
Member,NA,,NA,NA,NA,,N,,Hard coded as null,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Province Code,PRVNC_CD,"The province code of the member's address, used in place of state when the address is international in MEMBER CONTACT table.",
Member,CNTY_CD,"A coded identifier for the county where a patient resides, a provider practices, or a service is delivered",Description,DESC,CNTY_DESC (County Description) is a descriptive field in healthcare systems that stores the full county name associated with a recipient’s address.,,N,,"SELECT DISTINCT
  INITCAP(c.DESC) AS CNTY_DESC
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'

UNION DISTINCT

SELECT DISTINCT
  INITCAP(c.DESC) AS CNTY_DESC
FROM (select * from oz_dev.bronze_dmes_de.t_re_multi_address where trim(CDE_ADDR_USAGE) in ('R','M') and CURR_REC_IND='1')a
join oz_dev.silver_dmes_de.mbr_fndtn mf on a.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on a.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,County Description,CNTY_DESC,The county name of the address of member or recipent in MEMBER CONTACT table.,
Member,NA,,NA,NA,NA,,N,,Hard coded as null,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Border State Indicator,BORDR_ST_IND,Indicates whether the address is considered a border state address in member or receipent in MEMBER CONTACT table.,
Member,T_RE_BASE|T_RE_MULTI_ADDRESS,,ADR_STREET_3|ADR_STREET_3,ADR_STREET_3|ADR_STREET_3,ADR_STREET_3 is a data element that stores a third line of a recipient’s address record.,,Y,,"SELECT DISTINCT
  INITCAP(b.ADR_STREET_3) AS ADDR_3_TXT
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'

UNION DISTINCT

SELECT DISTINCT
  INITCAP(a.ADR_STREET_3) AS ADDR_3_TXT
FROM (select * from oz_dev.bronze_dmes_de.t_re_multi_address where trim(CDE_ADDR_USAGE) in ('R','M') and CURR_REC_IND='1')a
join oz_dev.silver_dmes_de.mbr_fndtn mf on a.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on a.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Address 3 Text,ADDR_3_TXT,Second address line of mailing address in member or receipent in MEMBER CONTACT table.,
Member,T_RE_BASE|T_RE_MULTI_ADDRESS,,ADR_ZIP_CODE_4|ADR_ZIP_CODE_4,ADR_ZIP_CODE_4|ADR_ZIP_CODE_4,ADR_ZIP_CODE_4 is a data element that stores the 4‑digit extension of a recipient’s ZIP code.,,Y,,"SELECT DISTINCT
  b.ADR_ZIP_CODE_4 AS ZIP_CD_4
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'

UNION DISTINCT

SELECT DISTINCT
  a.ADR_ZIP_4 AS ZIP_CD_4
FROM (select * from oz_dev.bronze_dmes_de.t_re_multi_address where trim(CDE_ADDR_USAGE) in ('R','M') and CURR_REC_IND='1')a
join oz_dev.silver_dmes_de.mbr_fndtn mf on a.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on a.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Zip Code 4,ZIP_CD_4,Postal code assigned to specific area with 4 characters zip in member or receipent in MEMBER CONTACT table.,
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",NUM_LATITUDE,NUM_LATITUDE,NUM_LATITUDE is a numeric data element that stores the latitude value of an address or location record for recipent,,N,,"SELECT DISTINCT
  CAST(b.NUM_LONGITUDE AS DECIMAL(9, 6)) AS LNGTD_NUM
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Latitude Number,LATTD_NUM,"Member or receipent Latitude Location.
 in MEMBER CONTACT table.",
Member,T_RE_BASE,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",NUM_LONGITUDE,NUM_LONGITUDE,NUM_LONGITUDE is a numeric data element that stores the latitude value of an address or location record for recipent,,N,,"SELECT DISTINCT
  CAST(b.NUM_LATITUDE AS DECIMAL(9, 6)) AS LATTD_NUM 
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Longitude Number,LNGTD_NUM,Member or receipent Longitude Location in MEMBER CONTACT table.,
Member,T_RE_BASE|T_RE_MULTI_ADDRESS,,CDE_SOURCE_ADDR|CDE_SOURCE,CDE_SOURCE_ADDR|CDE_SOURCE,"The CDE_SOURCE_ADDR field provides a coded value that specifies the source of the address information, ensuring traceability, auditability, and consistency across systems.",,Y,,"SELECT DISTINCT
  b.CDE_SOURCE_ADDR AS SRC_CD
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'

UNION DISTINCT

SELECT DISTINCT
  a.CDE_SOURCE AS SRC_CD
FROM (select * from oz_dev.bronze_dmes_de.t_re_multi_address where trim(CDE_ADDR_USAGE) in ('R','M') and CURR_REC_IND='1')a
join oz_dev.silver_dmes_de.mbr_fndtn mf on a.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on a.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Source Code,SRC_CD,"Identifies if the attachment metadata came from Portal or UI. Valid values are: P (Portal), U (UI)  in member or receipent in MEMBER CONTACT table.",
Member,T_RE_BASE|T_RE_MULTI_ADDRESS,,CDE_COUNTY|CDE_COUNTY,CDE_COUNTY|CDE_COUNTY,CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.,,Y,,"SELECT DISTINCT
  b.CDE_COUNTY AS CNTY_CD
FROM oz_dev.bronze_dmes_de.t_re_base b
join oz_dev.silver_dmes_de.mbr_fndtn mf on b.SAK_RECIP = mf.SRC_KEY_ID AND b.CURR_REC_IND='1'
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on b.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'

UNION DISTINCT

SELECT DISTINCT
  a.CDE_COUNTY AS CNTY_CD
FROM (select * from oz_dev.bronze_dmes_de.t_re_multi_address where trim(CDE_ADDR_USAGE) in ('R','M') and CURR_REC_IND='1')a
join oz_dev.silver_dmes_de.mbr_fndtn mf on a.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN oz_dev.silver_dmes_de.cnty_cd c on a.CDE_COUNTY = c.CNTY_ID AND c.CURR_REC_IND='1'
where mf.CURR_REC_IND='1'",SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|SRC_KEY_ID:SRC_KEY_ID is a field that represents the recipient’s identifier or key within a state assistance or Medicaid program in MEMBER FOUNDATION table.|CURR_REC_IND:Y/N to indicate whether this is the most current or Active record|CDE_COUNTY:CDE_COUNTY is a coded field that identifies the county associated with a recipient’s address record.|CNTY_ID:A unique identifier representing a county within a state or region in the healthcare system|CURR_REC_IND:Y/N to indicate whether this is the most current ot Active record|SAK_RECIP:sak_recip is typically a recipient identifier used to uniquely represent individuals in beneficiary tables.|CDE_COUNTY:CDE_COUNTY is the coded field that identifies the county where the member resides for eligibility purposes.,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,County Code,CNTY_CD,Code assigned to a county  in member or receipent in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Created By User Id,CRT_BY_USER_ID,User who created the record in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Create Datetime,CRT_DTTM,Date time when record is created in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Updated By User Id,UPD_BY_USER_ID,User who updated the record in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Update Datetime,UPD_DTTM,Date time when record is updated in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Tenant Code,TENANT_CD,Code representing the customer who owns the given record in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Sub Tenant Code,SUB_TENANT_CD,Represents the code used to identify a sub-tenant or line of business within a multi-tenant data warehouse environment in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Current Record Indicator,CURR_REC_IND,Y/N to indicate whether this is the most current or Active record in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Source System Code,SRC_SYS_CD,Code which indicates the source system in MEMBER CONTACT table.,
Member,AUDIT COLUMN,,Audit Column,Audit Column,NA,,N,,NA,,MEMBER CONTACT,MBR_CNTCT,This entity contains the member's contact information.,Record Hash Key,REC_HASH_KEY,"
A system-generated hash value that uniquely represents the entire record’s data content in MEMBER CONTACT table.",
Member,MBR_FNDTN,"In healthcare IT and business processes, MBR_FNDTN is the baseline or master record that defines a member’s identity and core attributes. It serves as the authoritative source of truth for linking the member to enrollment, claims, providers, and payers.",MBR_SK,MBR_SK,MBR_SK is the surrogate key assigned to a member record in the data warehouse.,,N,Lookup,"with phone_adr As (
  select trb.sak_recip,trb.SAK_CDE_PHONE,trb.NUM_PHONE,trb.SAK_ADD_PHONE,trb.NUM_ADD_PHONE,trb.TENANT_CD,trb.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_base trb
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON trb.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  where trb.CURR_REC_IND='1' and trb.SAK_CDE_PHONE != 0
  union distinct
  select distinct
    tma.sak_recip,tma.SAK_CDE_PHONE,tma.NUM_PHONE,tma.SAK_ADD_PHONE,tma.NUM_ADD_PHONE,tma.TENANT_CD,tma.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_multi_address tma
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON tma.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  WHERE tma.CURR_REC_IND ='1' AND tma.SAK_CDE_PHONE != 0 and tma.CDE_ADDR_USAGE in ('R','M')
),

cte_mbr_phone as (
  select sak_recip,CDE_PHONE,NUM_PHONE, NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD
  from (select *, row_number() over (partition by sak_recip, CDE_PHONE, NUM_PHONE order by NUM_PHONE desc) as seq
    from (
      select sak_recip,SAK_CDE_PHONE as CDE_PHONE, NUM_PHONE,'' AS NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD from phone_adr where NUM_PHONE != ''
      union distinct
      select sak_recip, SAK_ADD_PHONE as CDE_PHONE,'' AS NUM_PHONE, 
			case when SAK_CDE_PHONE = SAK_ADD_PHONE and NUM_PHONE = NUM_ADD_PHONE then '' else NUM_ADD_PHONE
        end as NUM_ADD_PHONE, TENANT_CD, SRC_SYS_CD from phone_adr where NUM_ADD_PHONE != ''
    )
    where (NUM_PHONE != '' or NUM_ADD_PHONE != '') and (NUM_PHONE != NUM_ADD_PHONE)
  ) where seq = 1
)
SELECT DISTINCT
  mf.MBR_SK
FROM cte_mbr_phone AS a
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON a.SAK_RECIP = mf.SRC_KEY_ID AND mf.CURR_REC_IND='1'",,MEMBER PHONE,MBR_PHONE,Used to maintain the member\'s phone numbers.,Member Sk,MBR_SK,Surrogate or reference key from member foundation table. Please use member id to join meember tables in MEMBER PHONE table.,
Member,NA,,NA,NA,NA,,N,,Auto generated or surrogated key,,MEMBER PHONE,MBR_PHONE,Used to maintain the member\'s phone numbers.,Member Phone Sk,MBR_PHONE_SK,"Auto generated key for each records, surrogeate key for member phone table in MEMBER PHONE table.",
Member,T_CDE_PHONE,"In healthcare IT and payer/provider data models, T_CDE_PHONE is a code table that defines and manages phone number types and their business meaning.",CDE_PHONE,CDE_PHONE,CDE_PHONE is a coded field that identifies the type or usage of a phone number associated with a recipient.,,N,,"with phone_adr As (
  select trb.sak_recip,trb.SAK_CDE_PHONE,trb.NUM_PHONE,trb.SAK_ADD_PHONE,trb.NUM_ADD_PHONE,trb.TENANT_CD,trb.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_base trb
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON trb.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  where trb.CURR_REC_IND='1' and trb.SAK_CDE_PHONE != 0
  union distinct
  select distinct
    tma.sak_recip,tma.SAK_CDE_PHONE,tma.NUM_PHONE,tma.SAK_ADD_PHONE,tma.NUM_ADD_PHONE,tma.TENANT_CD,tma.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_multi_address tma
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON tma.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  WHERE tma.CURR_REC_IND ='1' AND tma.SAK_CDE_PHONE != 0 and tma.CDE_ADDR_USAGE in ('R','M')
),

cte_mbr_phone as (
  select sak_recip,CDE_PHONE,NUM_PHONE, NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD
  from (select *, row_number() over (partition by sak_recip, CDE_PHONE, NUM_PHONE order by NUM_PHONE desc) as seq
    from (
      select sak_recip,SAK_CDE_PHONE as CDE_PHONE, NUM_PHONE,'' AS NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD from phone_adr where NUM_PHONE != ''
      union distinct
      select sak_recip, SAK_ADD_PHONE as CDE_PHONE,'' AS NUM_PHONE, 
			case when SAK_CDE_PHONE = SAK_ADD_PHONE and NUM_PHONE = NUM_ADD_PHONE then '' else NUM_ADD_PHONE
        end as NUM_ADD_PHONE, TENANT_CD, SRC_SYS_CD from phone_adr where NUM_ADD_PHONE != ''
    )
    where (NUM_PHONE != '' or NUM_ADD_PHONE != '') and (NUM_PHONE != NUM_ADD_PHONE)
  ) where seq = 1
)
SELECT DISTINCT
  cast(a.CDE_PHONE as varchar(15)) AS PHONE_TYP_CD
FROM cte_mbr_phone AS a
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON a.SAK_RECIP = mf.SRC_KEY_ID AND mf.CURR_REC_IND='1'",,MEMBER PHONE,MBR_PHONE,Used to maintain the member\'s phone numbers.,Phone Type Code,PHONE_TYP_CD,"Code representing type of phone (e.g., Home, Mobile, Work) in MEMBER PHONE table.",
Member,T_RE_BASE|T_RE_MULTI_ADDRESS,"This suggests it is a base or foundational table that stores information about recipients — typically meaning patients, members, or beneficiaries in the U.S. healthcare context.",NUM_PHONE|NUM_PHONE,NUM_PHONE|NUM_PHONE,NUM_PHONE is a data element that stores the actual phone number associated with a recipient.,,Y,,"with phone_adr As (
  select trb.sak_recip,trb.SAK_CDE_PHONE,trb.NUM_PHONE,trb.SAK_ADD_PHONE,trb.NUM_ADD_PHONE,trb.TENANT_CD,trb.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_base trb
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON trb.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  where trb.CURR_REC_IND='1' and trb.SAK_CDE_PHONE != 0
  union distinct
  select distinct
    tma.sak_recip,tma.SAK_CDE_PHONE,tma.NUM_PHONE,tma.SAK_ADD_PHONE,tma.NUM_ADD_PHONE,tma.TENANT_CD,tma.SRC_SYS_CD
  from oz_dev.bronze_dmes_de.t_re_multi_address tma
  LEFT JOIN oz_dev.bronze_dmes_de.t_cde_phone cp ON tma.SAK_CDE_PHONE = cp.SAK_CDE_PHONE AND cp.CURR_REC_IND ='1'
  WHERE tma.CURR_REC_IND ='1' AND tma.SAK_CDE_PHONE != 0 and tma.CDE_ADDR_USAGE in ('R','M')
),

cte_mbr_phone as (
  select sak_recip,CDE_PHONE,NUM_PHONE, NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD
  from (select *, row_number() over (partition by sak_recip, CDE_PHONE, NUM_PHONE order by NUM_PHONE desc) as seq
    from (
      select sak_recip,SAK_CDE_PHONE as CDE_PHONE, NUM_PHONE,'' AS NUM_ADD_PHONE,TENANT_CD,SRC_SYS_CD from phone_adr where NUM_PHONE != ''
      union distinct
      select sak_recip, SAK_ADD_PHONE as CDE_PHONE,'' AS NUM_PHONE, 
			case when SAK_CDE_PHONE = SAK_ADD_PHONE and NUM_PHONE = NUM_ADD_PHONE then '' else NUM_ADD_PHONE
        end as NUM_ADD_PHONE, TENANT_CD, SRC_SYS_CD from phone_adr where NUM_ADD_PHONE != ''
    )
    where (NUM_PHONE != '' or NUM_ADD_PHONE != '') and (NUM_PHONE != NUM_ADD_PHONE)
  ) where seq = 1
)
SELECT DISTINCT
  cast(a.NUM_PHONE as varchar(15)) AS PHONE_NUM
FROM cte_mbr_phone AS a
JOIN oz_dev.silver_dmes_de.mbr_fndtn mf ON a.SAK_RECIP = mf.SRC_KEY_ID AND mf.CURR_REC_IND='1'",,MEMBER PHONE,MBR_PHONE,Used to maintain the member\'s phone numbers.,Phone Number,PHONE_NUM,"Stores the primary phone number associated with the member. This is typically used for contact purposes and may represent home, mobile, or work phone depending on the PHONE_TYP_CD value in MEMBER PHONE table.",
Member,NA,,NA,NA,NA,,N,,Hard coded as null,,MEMBER PHONE,MBR_PHONE,Used to maintain the member\'s phone numbers.,Phone Extension Number,PHONE_EXTN_NUM,Stores the extension number associated with the member’s phone number. This is typically used when the phone number belongs to a business or organization and requires an extension to reach the member directly in MEMBER PHONE table.,
