mapped_field_id,semantic_field_id,tgt_table_name,tgt_table_physical_name,tgt_column_name,tgt_column_physical_name,tgt_comments,source_expression,source_tables,source_tables_physical,source_columns,source_columns_physical,source_descriptions,source_datatypes,source_domain,source_relationship_type,transformations_applied,confidence_score,mapping_source,ai_reasoning,ai_generated,mapping_status,mapped_by,mapped_ts,updated_by,updated_ts,source_semantic_field
123,6855,MEMBER NAME CHANGE HISTORY,MBR_NM_CHG_HIST,Last Name,NAM_LAST,Last Name � The member�s surname or family name for member,TRIM(NAM_LAST),T_RE_NAME_XREF,NAM_LAST,NAM_LAST,NAM_LAST,"NAM_LAST (Last Name) in member change history is a demographic field that records the member�s surname and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NAM_LAST (Last Name) in member change history is a demographic field that records the member�s surname and tracks changes over time. It ensures accurate identification, supports claims adjudication, compliance reporting, and provides an audit trail for demographic updates. | TYPE: VARCHAR(50)"
124,7111,MEMBER MEDICARE ELIGIBILITY,MBR_MC_ELG,Contract Number,CONTRCT_NUM,Contract Number � Identifies the contract under which the plan or provider operates.,TRIM(NUM_CONTRACT),T_RE_MEDICARE_C,NUM_CONTRACT,NUM_CONTRACT,NUM_CONTRACT,Contract Number � Identifies the contract under which the plan or provider operates.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Contract Number � Identifies the contract under which the plan or provider operates. | TYPE: VARCHAR(50)
125,7123,MEMBER MEDICARE ELIGIBILITY,MBR_MC_ELG,Medicare Health Plan Id,MC_HLTH_PLAN_ID,Managed Care Health Plan ID � Identifier for the managed care health plan associated with the member.,TRIM(ID_PLAN),T_RE_MEDICARE_C,ID_PLAN,ID_PLAN,ID_PLAN,Plan ID � Identifier for the managed care health plan associated with the member.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Plan ID � Identifier for the managed care health plan associated with the member. | TYPE: VARCHAR(50)
126,7125,MEMBER MEDICARE ELIGIBILITY,MBR_MC_ELG,Status Code,STS_CD,"Status Code � Indicates the current status of the record (e.g., ACTIVE, TERMINATED, PENDING).",TRIM(CDE_STATUS),T_RE_MEDICARE_C,CDE_STATUS,CDE_STATUS,CDE_STATUS,CDE_STATUS in T_RE_MEDICARE_C is the coded field that represents the status of a member�s Medicare coverage record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_STATUS in T_RE_MEDICARE_C is the coded field that represents the status of a member�s Medicare coverage record. | TYPE: VARCHAR(50)
127,7131,MEMBER MEDICARE ELIGIBILITY,MBR_MC_ELG,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,"oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID = oz_dev.bronze_dmes_de.t_re_medicare_a.SAK_RECIP |
oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID = oz_dev.bronze_dmes_de.t_re_medicare_b.SAK_RECIP |
oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID = oz_dev.bronze_dmes_de.t_re_medicare_c.SAK_RECIP",MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,UNION,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
128,7133,MEMBER MEDICARE ELIGIBILITY,MBR_MC_ELG,Free Indicator,FREE_IND,Free Indicator � Indicates if the service or benefit is provided free of charge.,TRIM(IND_FREE),T_RE_MEDICARE_A,IND_FREE,IND_FREE,IND_FREE,Free Indicator � Indicates if the service or benefit is provided free of charge.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Free Indicator � Indicates if the service or benefit is provided free of charge. | TYPE: VARCHAR(50)
129,8001,MEMBER EMAIL,MBR_EMAIL,Email Address,EMAIL_ADDR,Email Address � The actual email address of the member used for communication.,"TRIM(DSC_EMAIL), TRIM(DSC_EMAIL)",T_RE_BASE|T_RE_MULTI_ADDRESS,DSC_EMAIL|DSC_EMAIL,DSC_EMAIL|DSC_EMAIL,DSC_EMAIL|DSC_EMAIL,DSC_EMAIL is a descriptive field that stores the actual email address string associated with a recipient.,VARCHAR(50),Member,CONCAT,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DSC_EMAIL is a descriptive field that stores the actual email address string associated with a recipient. | TYPE: VARCHAR(50)
130,8003,MEMBER EMAIL,MBR_EMAIL,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID = oz_dev.bronze_dmes_de.t_re_base.SAK_RECIP AND oz_dev.silver_dmes_de.mbr_fndtn.CURR_REC_IND='1',MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
131,8501,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Assignment Activation End Date,ASSGN_ACTVN_END_DT,Assignment Activation End Date � The date when the member�s assignment to a provider or plan ended.,TRIM(DTE_ACTIVE_THRU),T_RE_PARTD_PDP_ASSIGN,DTE_ACTIVE_THRU,DTE_ACTIVE_THRU,DTE_ACTIVE_THRU,Assignment Activation End Date � The date when the member�s assignment to a provider or plan ended.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Assignment Activation End Date � The date when the member�s assignment to a provider or plan ended. | TYPE: VARCHAR(50)
132,8515,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Partd Autoenroll Indicator,PARTD_AUTOENRL_IND,Part D Auto-Enrollment Indicator � Indicates if the member was auto-enrolled in a Medicare Part D plan.,TRIM(IND_PARTD_AE_DECL),T_RE_PARTD_PDP_ASSIGN,IND_PARTD_AE_DECL,IND_PARTD_AE_DECL,IND_PARTD_AE_DECL,Part D Auto-Enrollment Indicator � Indicates if the member was auto-enrolled in a Medicare Part D plan.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Part D Auto-Enrollment Indicator � Indicates if the member was auto-enrolled in a Medicare Part D plan. | TYPE: VARCHAR(50)
133,8523,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Member Sk,MBR_SK,Member Surrogate Key � A unique warehouse-generated key representing the member entity.,oz_dev.bronze_dmes_de.T_RE_PARTD_PDP_ASSIGN.SAK_RECIP = oz_dev.silver_dmes_de.mbr_fndtn.SRC_KEY_ID,MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,JOIN,LOOKUP,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
134,8525,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Status Code,STS_CD,"Status Code � Indicates the current status of the record (e.g., ACTIVE, TERMINATED, PENDING).",TRIM(CDE_STATUS1),T_RE_PARTD_PDP_ASSIGN,CDE_STATUS1,CDE_STATUS1,CDE_STATUS1,CDE_STATUS in these tables is the coded field that represents the status of a member�s plan or provider assignment record.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_STATUS in these tables is the coded field that represents the status of a member�s plan or provider assignment record. | TYPE: VARCHAR(50)
135,8529,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Creation Date,CRT_DT,Date time when record is created,TRIM(DTE_CREATED),T_RE_PARTD_PDP_ASSIGN,DTE_CREATED,DTE_CREATED,DTE_CREATED,DTE_CREATED is the date field that records when a record was originally created.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_CREATED is the date field that records when a record was originally created. | TYPE: VARCHAR(50)
136,8531,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Prescription Drug Plan Number,RX_DRUG_PLAN_NUM,Prescription Drug Plan Number � Identifies the member�s Part D prescription drug plan.,TRIM(SAK_PDP_PLAN),T_RE_PARTD_PDP_ASSIGN,SAK_PDP_PLAN,SAK_PDP_PLAN,SAK_PDP_PLAN,SAK_PDP_PLAN is the surrogate key field that uniquely identifies a Medicare Part D Prescription Drug Plan record in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: SAK_PDP_PLAN is the surrogate key field that uniquely identifies a Medicare Part D Prescription Drug Plan record in the system. | TYPE: VARCHAR(50)
137,8533,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Source End Date,SRC_END_DT,Represents the end date of the record as provided by the source system.,TRIM(DTE_END),T_RE_PARTD_PDP_ASSIGN,DTE_END,DTE_END,DTE_END,DTE_END is the date field that records when a PDP a recipient is assigned to change ends (expires).,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_END is the date field that records when a PDP a recipient is assigned to change ends (expires). | TYPE: VARCHAR(50)
138,8535,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Source Effective Date,SRC_EFF_DT,Source Effective Date � The date when this record becomes valid in the source system.,TRIM(DTE_EFFECTIVE),T_RE_PARTD_PDP_ASSIGN,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE,DTE_EFFECTIVE is the date field that records when a PDP a recipient is assigned to become active.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_EFFECTIVE is the date field that records when a PDP a recipient is assigned to become active. | TYPE: VARCHAR(50)
139,8537,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Enrollment Type Code,ENRL_TYP_CD,"Enrollment Type Code � Code representing the type of enrollment (e.g., NEW, RENEWAL, TRANSFER).",TRIM(CDE_ENROLL_TYPE),T_RE_PARTD_PDP_ASSIGN,CDE_ENROLL_TYPE,CDE_ENROLL_TYPE,CDE_ENROLL_TYPE,"Enrollment Type Code � Code representing the type of enrollment (e.g., NEW, RENEWAL, TRANSFER).",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Enrollment Type Code � Code representing the type of enrollment (e.g., NEW, RENEWAL, TRANSFER). | TYPE: VARCHAR(50)"
140,8539,MEMBER PARTD PRESCRIPTION DRUG PLAN ASSIGNMENT,MBR_PARTD_RX_DRUG_PLAN_ASSGN,Last Update Date,LAST_UPD_DT,Date time when record is updated,TRIM(DTE_LAST_UPDATED),T_RE_PARTD_PDP_ASSIGN,DTE_LAST_UPDATED,DTE_LAST_UPDATED,DTE_LAST_UPDATED,DTE_LAST_UPDATED is the date field that records when the record was last updated in the system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: DTE_LAST_UPDATED is the date field that records when the record was last updated in the system. | TYPE: VARCHAR(50)
141,8685,MEMBER DETAIL,MBR_DTL,Birth Date,BIRTH_DT,"Date of Birth � The member�s date of birth used for identification, eligibility, and demographic reporting.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    CAST(TO_DATE(CAST(b.DTE_BIRTH AS STRING), 'yyyyMMdd') AS TIMESTAMP) AS BIRTH_DT
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DTE_BIRTH,DTE_BIRTH,DTE_BIRTH,"DTE_BIRTH is a data element that stores the date of birth (DOB) of an individual in enrollment, eligibility, or member.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: DTE_BIRTH is a data element that stores the date of birth (DOB) of an individual in enrollment, eligibility, or member. | TYPE: VARCHAR(50)"
142,8687,MEMBER DETAIL,MBR_DTL,Multiple Master Client Index Indicator,MULTI_MSTR_CLNT_INDEX_IND,MULTI_MSTR_CLNT_INDEX_IND is an indicator field that flags whether a member has multiple Medicaid Client Identifiers (MCI numbers) across systems.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_MCI_MULTI AS MULTI_MSTR_CLNT_INDEX_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_MCI_MULTI,IND_MCI_MULTI,IND_MCI_MULTI,IND_MCI_MULTI is an indicator field that flags whether a member has multiple Medicaid Client Identifiers (MCI numbers) across systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: IND_MCI_MULTI is an indicator field that flags whether a member has multiple Medicaid Client Identifiers (MCI numbers) across systems. | TYPE: VARCHAR(50)
143,8689,MEMBER DETAIL,MBR_DTL,Medicaid Identifier,MA_ID,ID_MEDICAID is a unique identifier assigned to a member within the Medicaid system.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.ID_MEDICAID AS MA_ID
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,ID_MEDICAID,ID_MEDICAID,ID_MEDICAID,ID_MEDICAID is a unique identifier assigned to a member within the Medicaid system.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: ID_MEDICAID is a unique identifier assigned to a member within the Medicaid system. | TYPE: VARCHAR(50)
144,8691,MEMBER DETAIL,MBR_DTL,Email Address,EMAIL_ADDR,"Represents the electronic mail address of the member used for communication, notifications, and correspondence.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.DSC_EMAIL AS EMAIL_ADDR
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,DSC_EMAIL,DSC_EMAIL,DSC_EMAIL,"Represents the electronic mail address of the member used for communication, notifications, and correspondence.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: Represents the electronic mail address of the member used for communication, notifications, and correspondence. | TYPE: VARCHAR(50)"
145,8693,MEMBER DETAIL,MBR_DTL,Member Mother Sk,MBR_MTHR_SK,Surrogate key that uniquely identifies Member Mother key in MEMBER DETAIL record.,"SELECT DISTINCT mf.MBR_SK FROM oz_dev.bronze_dmes_de.T_RE_BASE AS b
INNER JOIN oz_dev.silver_dmes_de.MBR_FNDTN AS mf ON b.SAK_RECIP_MOTHER = mf.SRC_KEY_ID
where mf.CURR_REC_IND = '1' and b.CURR_REC_IND = '1'",MBR_FNDTN,MBR_SK,MBR_SK,MBR_SK,MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: MBR_SK is the surrogate key  (Lookup from member foundation) assigned to a member record in the data warehouse. | TYPE: VARCHAR(50)
146,8697,MEMBER DETAIL,MBR_DTL,Aww Case Number,AWW_CASE_NUM,AWW_CASE_NUM is a numeric identifier that represents a welfare or assistance case associated with a member in Medicaid or related social service systems.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.NUM_AWW_CASE AS AWW_CASE_NUM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NUM_AWW_CASE,NUM_AWW_CASE,NUM_AWW_CASE,NUM_AWW_CASE is a numeric identifier that represents a welfare or assistance case associated with a member in Medicaid or related social service systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: NUM_AWW_CASE is a numeric identifier that represents a welfare or assistance case associated with a member in Medicaid or related social service systems. | TYPE: VARCHAR(50)
147,8703,MEMBER DETAIL,MBR_DTL,Member First Name,MBR_FIRST_NM,Member First Name � The given name of the member.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(b.NAM_FIRST) AS MBR_FIRST_NM
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_FIRST,NAM_FIRST,NAM_FIRST,Member First Name is a data element that stores the given name of a member as recorded in enrollment or eligibility systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Member First Name is a data element that stores the given name of a member as recorded in enrollment or eligibility systems. | TYPE: VARCHAR(50)
148,8707,MEMBER DETAIL,MBR_DTL,Migrant Worker Indicator,MIGRANT_WRK_IND,Indicates whether the member is classified as a migrant worker for eligibility and program purposes.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_MIGRANT_WORKER AS MIGRANT_WRK_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_MIGRANT_WORKER,IND_MIGRANT_WORKER,IND_MIGRANT_WORKER,Indicates whether the member is classified as a migrant worker for eligibility and program purposes.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Indicates whether the member is classified as a migrant worker for eligibility and program purposes. | TYPE: VARCHAR(50)
149,8711,MEMBER DETAIL,MBR_DTL,Ethnicity Code,ETHNY_CD,"ETHNIC COde is a coded field that identifies the ethnicity of a member, recipient in healthcare systems.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_ETHNIC) AS ETHNY_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_ETHNIC,CDE_ETHNIC,CDE_ETHNIC,"CDE_ETHNIC is a coded field that identifies the ethnicity of a member, recipient in healthcare systems.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: CDE_ETHNIC is a coded field that identifies the ethnicity of a member, recipient in healthcare systems. | TYPE: VARCHAR(50)"
150,8713,MEMBER DETAIL,MBR_DTL,Name Title,NAM_TITLE,"NAME TITLE is a data element that stores the title or prefix associated with a member, recipient name.","WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    INITCAP(b.NAM_TITLE) AS NAM_TITLE
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,NAM_TITLE,NAM_TITLE,NAM_TITLE,"NAM_TITLE is a data element that stores the title or prefix associated with a member, recipient name.",VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,"DESCRIPTION: NAM_TITLE is a data element that stores the title or prefix associated with a member, recipient name. | TYPE: VARCHAR(50)"
151,8717,MEMBER DETAIL,MBR_DTL,Soundex Code,SOUNDEX_CD,SOUNDEX Code is a derived field that stores the Soundex code of a member�s name (usually last name) to support phonetic matching in healthcare systems.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    TRIM(b.CDE_SOUNDEX) AS SOUNDEX_CD
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,CDE_SOUNDEX,CDE_SOUNDEX,CDE_SOUNDEX,CDE_SOUNDEX is a derived field that stores the Soundex code of a member�s name (usually last name) to support phonetic matching in healthcare systems.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: CDE_SOUNDEX is a derived field that stores the Soundex code of a member�s name (usually last name) to support phonetic matching in healthcare systems. | TYPE: VARCHAR(50)
152,8719,MEMBER DETAIL,MBR_DTL,Tribal Indicator,TRIBAL_IND,Indicates whthwe member belongs to tribal community or not.,"WITH 
mbr_fndtn_cte AS (select SRC_KEY_ID, MBR_SK from oz_dev.silver_dmes_de.MBR_FNDTN WHERE CURR_REC_IND = '1'),
t_re_base_cte AS (select * from oz_dev.bronze_dmes_de.T_RE_BASE where CURR_REC_IND = '1')

SELECT DISTINCT
    b.IND_TRIBAL AS TRIBAL_IND
FROM
    t_re_base_cte AS b
INNER JOIN mbr_fndtn_cte AS mf ON b.SAK_RECIP = mf.SRC_KEY_ID
LEFT JOIN mbr_fndtn_cte AS mf1 ON b.SAK_RECIP_MOTHER = mf1.SRC_KEY_ID",T_RE_BASE,IND_TRIBAL,IND_TRIBAL,IND_TRIBAL,Indicates whthwe member belongs to tribal community or not.,VARCHAR(50),Member,SINGLE,null,0.9,MANUAL,null,false,ACTIVE,gainwelltechnologies,2025-12-10T22:47:52.241Z,null,null,DESCRIPTION: Indicates whthwe member belongs to tribal community or not. | TYPE: VARCHAR(50)
